"SSBS","LandUse"
"CM2_2012__Kone 1 3 9","Perennial"
"CM2_2012__Kone 1 4 10","Perennial"
"CM2_2012__Kone 1 1 11","Perennial"
"CM2_2012__Kone 1 3 12","Perennial"
"JB3_2019__daSilva 1  11","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  12","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  13","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  14","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  15","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  16","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  17","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  18","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  19","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  20","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  31","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  32","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  33","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  34","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  35","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  36","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  37","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  38","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  39","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 1  40","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  9","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  10","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  11","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  12","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  13","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  14","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  15","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  16","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  17","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  18","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  29","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  30","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  31","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  32","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  33","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  34","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  35","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  36","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  37","Secondary vegetation and Timber Light and Intense"
"JB3_2019__daSilva 2  38","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 1 NI 1","Timber"
"XH1_2015__Rachakonda 1 NI 2","Timber"
"XH1_2015__Rachakonda 1 NI 3","Timber"
"XH1_2015__Rachakonda 1 NI 7","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 1 NI 8","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 1 SI 9","Timber"
"XH1_2015__Rachakonda 1 SI 10","Timber"
"XH1_2015__Rachakonda 1 SI 11","Timber"
"XH1_2015__Rachakonda 1 SI 15","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 1 SI 16","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 2 WS 1","Timber"
"XH1_2015__Rachakonda 2 WS 2","Timber"
"XH1_2015__Rachakonda 2 WS 4","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 2 WS 7","Timber"
"XH1_2015__Rachakonda 2 WS 8","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 2 ES 9","Timber"
"XH1_2015__Rachakonda 2 ES 10","Timber"
"XH1_2015__Rachakonda 2 ES 12","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 2 ES 14","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 2 ES 16","Timber"
"XH1_2015__Rachakonda 2 NR 17","Timber"
"XH1_2015__Rachakonda 2 NR 19","Timber"
"XH1_2015__Rachakonda 2 NR 20","Timber"
"XH1_2015__Rachakonda 2 NR 21","Secondary vegetation and Timber Light and Intense"
"XH1_2015__Rachakonda 2 NR 22","Secondary vegetation and Timber Light and Intense"
"XH1_2016__Mandal 1 Phuldungsei 1","Timber"
"XH1_2016__Mandal 1 Phuldungsei 2","Timber"
"XH1_2016__Mandal 1 Phuldungsei 3","Timber"
"XH1_2016__Mandal 1 Phuldungsei 4","Timber"
"XH1_2016__Mandal 1 Phuldungsei 5","Timber"
"XH1_2016__Mandal 1 Saithah 6","Timber"
"XH1_2016__Mandal 1 Saithah 7","Timber"
"XH1_2016__Mandal 1 Saithah 8","Timber"
"XH1_2016__Mandal 1 Saithah 9","Timber"
"XH1_2016__Mandal 1 Saithah 10","Timber"
"XH1_2016__Mandal 1 Saithah 11","Timber"
"XH1_2016__Mandal 1 Saithah 12","Timber"
"XH1_2016__Mandal 1 Saithah 13","Timber"
"XH1_2016__Mandal 1 Saithah 14","Timber"
"XH1_2016__Mandal 1 Saithah 15","Timber"
"XH1_2016__Mandal 1 Lallen 16","Timber"
"XH1_2016__Mandal 1 Lallen 17","Timber"
"XH1_2016__Mandal 1 Lallen 18","Timber"
"XH1_2016__Mandal 1 Teirei 19","Timber"
"XH1_2016__Mandal 1 Teirei 20","Timber"
"XH1_2016__Mandal 1 Teirei 21","Timber"
"XH1_2016__Mandal 1 Teirei 22","Timber"
"XH1_2016__Mandal 1 Teirei 23","Timber"
"XH1_2016__Mandal 1 Teirei 24","Timber"
"XH1_2016__Mandal 1 Teirei 25","Timber"
"XH1_2016__Mandal 1 Teirei 26","Timber"
"XH1_2016__Mandal 1 Teirei 27","Timber"
"XH1_2016__Mandal 1 Teirei 28","Timber"
"XH1_2016__Mandal 1 Salem Boarding 29","Timber"
"XH1_2016__Mandal 1 Salem Boarding 30","Timber"
"XH1_2016__Mandal 1 Salem Boarding 31","Timber"
"XH1_2016__Mandal 1 Teirei 32","Timber"
"XH1_2016__Mandal 1 Teirei 33","Timber"
"XH1_2016__Mandal 1 Teirei 34","Timber"
"XH1_2016__Mandal 1 Teirei 35","Timber"
"XH1_2016__Mandal 1 Teirei 36","Timber"
"XH1_2016__Mandal 1 Teirei 37","Timber"
"XH1_2016__Mandal 1 Teirei 38","Timber"
"XH1_2016__Mandal 1 Teirei 39","Timber"
"XH1_2016__Mandal 1 Teirei 40","Timber"
"AD1_2011__Peer 1 Ein Raffa 33","Perennial"
"AD1_2011__Peer 1 Golani 36","Perennial"
"AD1_2011__Peer 1 Karmiel 41","Perennial"
"AD1_2011__Peer 1 LuzitO 42","Perennial"
"AD1_2011__Peer 1 Maharal 43","Perennial"
"AD1_2011__Peer 1 PuraOl 48","Perennial"
"AD1_2011__Peer 1 Shaab 51","Perennial"
"CC1_2014__Rader 1  11","Perennial"
"CC1_2014__Rader 1  12","Perennial"
"CM1_2011__Safian 1  4","Perennial"
"CM1_2012__Katovai 1  41","Perennial"
"CM1_2012__Katovai 1  42","Perennial"
"CM1_2012__Katovai 1  43","Perennial"
"CM1_2012__Katovai 1  44","Perennial"
"DG1_2012__Ge 1  1","Timber"
"DI1_2005__Tylianakis 1  1","Perennial"
"DI1_2005__Tylianakis 1  2","Perennial"
"DI1_2005__Tylianakis 1  3","Perennial"
"DI1_2005__Tylianakis 1  4","Perennial"
"DI1_2005__Tylianakis 1  5","Perennial"
"DI1_2005__Tylianakis 1  6","Perennial"
"DI1_2005__Tylianakis 1  7","Perennial"
"DI1_2005__Tylianakis 1  8","Perennial"
"DI1_2005__Tylianakis 1  9","Perennial"
"DI1_2005__Tylianakis 1  10","Perennial"
"DI1_2005__Tylianakis 1  11","Perennial"
"DI1_2005__Tylianakis 1  12","Perennial"
"DI1_2013__Azhar 1  1","Perennial"
"DI1_2013__Azhar 1  4","Perennial"
"DI1_2013__Azhar 1  5","Perennial"
"DI1_2013__Azhar 1  35","Perennial"
"DL1_2004__Vergara 1  3","Timber"
"DL1_2012__Siebert 1 7 53","Perennial"
"DL1_2012__Siebert 1 7 54","Perennial"
"DL1_2012__Siebert 1 7 55","Perennial"
"DL1_2012__Siebert 1 7 56","Perennial"
"DL1_2013__Bartolommei 1  12","Perennial"
"DL1_2013__Bartolommei 1  13","Perennial"
"DL1_2013__Bartolommei 1  14","Perennial"
"HP1_2006__Lachat 1  21","Timber"
"HP1_2006__Lachat 1  22","Timber"
"HP1_2006__Lachat 1  23","Timber"
"HP1_2006__Lachat 1  24","Timber"
"HP1_2006__Lachat 1  25","Timber"
"HP1_2006__Lachat 1  26","Timber"
"HP1_2006__Lachat 1  27","Timber"
"HP1_2006__Lachat 1  28","Timber"
"HP1_2006__Lachat 1  29","Timber"
"HP1_2006__Lachat 1  30","Timber"
"HP1_2006__Lachat 1  31","Timber"
"HP1_2006__Lachat 1  32","Timber"
"HP1_2008__Ranganathan 1  1","Perennial"
"HP1_2008__Ranganathan 1  2","Perennial"
"HP1_2008__Ranganathan 1  3","Perennial"
"HP1_2008__Ranganathan 1  4","Perennial"
"HP1_2008__Ranganathan 1  7","Perennial"
"HP1_2008__Ranganathan 1  8","Perennial"
"HP1_2008__Ranganathan 1  9","Perennial"
"HP1_2008__Ranganathan 1  10","Perennial"
"HP1_2008__Ranganathan 1  11","Perennial"
"HP1_2008__Ranganathan 1  12","Perennial"
"LH1_2011__Shafie 1  2","Perennial"
"MJ1_2009__Axmacher 1  1","Perennial"
"MJ1_2009__Axmacher 1  3","Perennial"
"MJ1_2009__Axmacher 1  13","Perennial"
"MJ1_2009__Axmacher 1  14","Perennial"
"MJ1_2009__Axmacher 1  15","Perennial"
"MJ1_2009__Axmacher 1  18","Perennial"
"MJ1_2012__Malonza 1  2","Timber"
"MJ1_2012__Malonza 1  4","Timber"
"MJ1_2012__Malonza 1  5","Timber"
"MJ1_2012__Malonza 1  9","Timber"
"MJ1_2012__Malonza 1  11","Timber"
"SC1_2005__Marsh 1 Kourani 1","Perennial"
"SC1_2005__Marsh 1 Kourani 2","Perennial"
"SC1_2005__Marsh 1 Kourani 3","Perennial"
"SC1_2005__Marsh 1 Kourani 4","Perennial"
"SC1_2005__Marsh 1 Mvouni 6","Perennial"
"SC1_2005__Marsh 1 Mvouni 7","Perennial"
"SC1_2005__Marsh 1 Mvouni 8","Perennial"
"SC1_2005__Marsh 1 Mvouni 11","Perennial"
"SC1_2005__Marsh 1 Mvouni 12","Perennial"
"SC1_2005__Marsh 1 Mvouni 13","Perennial"
"SC1_2005__Marsh 1 Mvouni 15","Perennial"
"SC1_2005__Marsh 1 Bahani 21","Perennial"
"SC1_2005__Marsh 1 Bahani 22","Perennial"
"SC1_2005__Marsh 1 Bahani 24","Perennial"
"SC1_2005__Marsh 1 Bahani 25","Perennial"
"SC1_2005__Marsh 1 Bahani 26","Perennial"
"SC1_2005__Marsh 1 Djoumouachongo 30","Perennial"
"SC1_2005__Marsh 1 Djoumouachongo 38","Perennial"
"SC1_2005__Marsh 1 Djoumouachongo 39","Perennial"
"SC1_2005__Marsh 1 Bahani 46","Perennial"
"SC1_2005__Marsh 1 Bahani 48","Perennial"
"SC1_2005__Marsh 1 Kourani 56","Perennial"
"SC1_2005__Marsh 1 La Grille 61","Perennial"
"SC1_2005__Marsh 1 La Grille 62","Perennial"
"SC1_2005__Marsh 1 La Grille 63","Perennial"
"SC1_2005__Marsh 1 La Grille 64","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 67","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 68","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 69","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 70","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 71","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 72","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 73","Perennial"
"SC1_2005__Marsh 1 La Grille 75","Perennial"
"SC1_2005__Marsh 1 La Grille 79","Perennial"
"SC1_2005__Marsh 1 La Grille 80","Perennial"
"SC1_2005__Marsh 1 La Grille 83","Perennial"
"SC1_2005__Marsh 1 La Grille 84","Perennial"
"SC1_2005__Marsh 1 Mvouni 87","Perennial"
"SC1_2005__Marsh 1 Mvouni 88","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 96","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 97","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 98","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 99","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 100","Perennial"
"SC1_2005__Marsh 1 Tsinimoupanga 101","Perennial"
"SC1_2008__UrbinaCardona 1  2","Perennial"
"SC1_2010__Giordani 1  17","Perennial"
"SC1_2010__Giordani 1  19","Perennial"
"SC1_2010__Giordani 1  28","Perennial"
"SC1_2010__Giordani 1  29","Perennial"
"SC1_2010__Giordani 1  30","Perennial"
"SC1_2010__Giordani 1  48","Perennial"
"SC1_2010__Giordani 1  51","Perennial"
"SC1_2010__Giordani 1  61","Perennial"
"SC1_2010__Giordani 2  19","Perennial"
"SC1_2010__Giordani 2  21","Perennial"
"SC1_2010__Giordani 2  29","Perennial"
"SC1_2010__Giordani 2  30","Perennial"
"SC1_2010__Giordani 2  31","Perennial"
"SC1_2010__Giordani 2  48","Perennial"
"SC1_2010__Giordani 2  51","Perennial"
"SC1_2010__Giordani 2  63","Perennial"
"SC1_2010__Marsh 1  31","Perennial"
"SC1_2010__Marsh 1  32","Perennial"
"SC1_2010__Marsh 1  33","Perennial"
"SC1_2010__Marsh 1  34","Perennial"
"SC1_2010__Marsh 1  35","Perennial"
"SC1_2010__Marsh 1  36","Perennial"
"SC1_2010__Marsh 1  37","Perennial"
"SC1_2010__Marsh 1  38","Perennial"
"SC1_2010__Marsh 1  39","Perennial"
"SC1_2010__Marsh 1  40","Perennial"
"SC1_2010__Marsh 1  41","Perennial"
"SC1_2010__Marsh 1  42","Perennial"
"SC1_2010__Marsh 1  43","Perennial"
"SC1_2010__Marsh 1  44","Perennial"
"SC1_2010__Marsh 1  45","Perennial"
"SC1_2010__Marsh 2  31","Perennial"
"SC1_2010__Marsh 2  32","Perennial"
"SC1_2010__Marsh 2  33","Perennial"
"SC1_2010__Marsh 2  34","Perennial"
"SC1_2010__Marsh 2  35","Perennial"
"SC1_2010__Marsh 2  36","Perennial"
"SC1_2010__Marsh 2  37","Perennial"
"SC1_2010__Marsh 2  38","Perennial"
"SC1_2010__Marsh 2  39","Perennial"
"SC1_2010__Marsh 2  40","Perennial"
"SC1_2010__Marsh 2  41","Perennial"
"SC1_2010__Marsh 2  42","Perennial"
"SC1_2010__Marsh 2  43","Perennial"
"SC1_2010__Marsh 2  44","Perennial"
"SC1_2010__Marsh 2  45","Perennial"
"SC1_2010__ReyBenayas 1  78","Timber"
"SC1_2010__ReyBenayas 1  79","Timber"
"SC1_2010__ReyBenayas 1  80","Timber"
"SC1_2010__ReyBenayas 1  81","Timber"
"SC1_2010__ReyBenayas 1  82","Timber"
"SC1_2010__ReyBenayas 1  83","Timber"
"SC1_2010__ReyBenayas 1  84","Timber"
"SC1_2010__ReyBenayas 1  85","Timber"
"SC1_2010__ReyBenayas 1  86","Timber"
"SC1_2010__ReyBenayas 1  87","Timber"
"SC1_2010__ReyBenayas 1  88","Timber"
"SC1_2010__ReyBenayas 1  89","Timber"
"SC1_2010__ReyBenayas 1  90","Timber"
"SC1_2010__ReyBenayas 1  91","Timber"
"SC1_2010__ReyBenayas 1  92","Timber"
"SC1_2010__ReyBenayas 1  93","Timber"
"SC1_2010__ReyBenayas 1  94","Timber"
"SC1_2010__ReyBenayas 1  95","Timber"
"SC1_2010__ReyBenayas 1  96","Timber"
"SC1_2010__ReyBenayas 1  97","Timber"
"SC1_2010__ReyBenayas 1  98","Timber"
"SC1_2010__ReyBenayas 1  99","Timber"
"SC1_2010__ReyBenayas 1  100","Timber"
"SC1_2010__ReyBenayas 1  101","Timber"
"SC1_2010__ReyBenayas 1  102","Timber"
"SC1_2010__ReyBenayas 1  103","Timber"
"SC1_2010__ReyBenayas 1  104","Timber"
"SC1_2010__ReyBenayas 1  105","Timber"
"SC1_2010__ReyBenayas 1  106","Timber"
"SC1_2010__ReyBenayas 1  107","Timber"
"SC1_2010__ReyBenayas 1  108","Timber"
"SC1_2010__ReyBenayas 1  109","Timber"
"SC1_2010__ReyBenayas 1  110","Timber"
"SC1_2010__ReyBenayas 1  111","Timber"
"SC1_2010__ReyBenayas 1  112","Timber"
"SC1_2010__ReyBenayas 1  113","Timber"
"SC1_2010__ReyBenayas 1  114","Timber"
"SC1_2010__ReyBenayas 1  115","Timber"
"SC1_2010__ReyBenayas 1  116","Timber"
"SC1_2010__ReyBenayas 1  117","Timber"
"SC1_2010__ReyBenayas 1  118","Timber"
"SC1_2010__ReyBenayas 1  119","Timber"
"SC1_2010__ReyBenayas 1  120","Timber"
"SC1_2010__ReyBenayas 1  121","Timber"
"SC1_2010__ReyBenayas 1  122","Timber"
"SC1_2010__ReyBenayas 1  123","Timber"
"SC1_2010__ReyBenayas 1  124","Timber"
"SC1_2010__ReyBenayas 1  125","Timber"
"SC1_2010__ReyBenayas 1  126","Timber"
"SC1_2010__ReyBenayas 1  127","Timber"
"SC1_2010__ReyBenayas 1  128","Timber"
"SC1_2010__ReyBenayas 1  129","Timber"
"SC1_2010__ReyBenayas 1  130","Timber"
"SC1_2010__ReyBenayas 1  131","Timber"
"SC1_2010__ReyBenayas 1  132","Timber"
"SC1_2010__ReyBenayas 1  133","Timber"
"SC1_2010__ReyBenayas 1  134","Timber"
"SC1_2010__ReyBenayas 1  135","Timber"
"SC1_2010__ReyBenayas 1  136","Timber"
"SC1_2010__ReyBenayas 1  137","Timber"
"SC1_2010__ReyBenayas 1  138","Timber"
"SC1_2010__ReyBenayas 1  139","Timber"
"SC1_2010__ReyBenayas 1  140","Timber"
"SC1_2010__ReyBenayas 1  141","Timber"
"SC1_2010__ReyBenayas 1  142","Timber"
"SC1_2010__ReyBenayas 1  143","Timber"
"SC1_2010__ReyBenayas 1  144","Timber"
"SC1_2010__ReyBenayas 1  145","Timber"
"SC1_2010__ReyBenayas 1  146","Timber"
"SC1_2010__ReyBenayas 1  147","Timber"
"SC1_2010__ReyBenayas 1  148","Timber"
"SC1_2010__ReyBenayas 1  149","Timber"
"SC1_2010__ReyBenayas 1  150","Timber"
"SC1_2010__ReyBenayas 1  151","Timber"
"SC1_2010__ReyBenayas 1  152","Timber"
"SC1_2011__Rubio 1  8","Timber"
"SC1_2011__Rubio 1  9","Timber"
"SC1_2011__Rubio 1  17","Timber"
"SC1_2011__Rubio 1  18","Timber"
"SC2_2012__Giordani 1  29","Perennial"
"SC2_2012__Giordani 1  75","Perennial"
"SC2_2012__Giordani 1  76","Perennial"
"SC2_2012__Giordani 1  77","Perennial"
"SC2_2012__Giordani 1  78","Perennial"
"SC2_2012__Giordani 1  117","Perennial"
"SE2_2008__Dolia 1  1","Perennial"
"SE2_2008__Dolia 1  2","Perennial"
"SE2_2008__Dolia 1  4","Perennial"
"SE2_2008__Dolia 1  5","Perennial"
"SE2_2008__Dolia 1  6","Perennial"
"SE2_2008__Dolia 1  7","Perennial"
"SE2_2008__Dolia 1  8","Perennial"
"SE2_2008__Dolia 1  9","Perennial"
"SE2_2008__Dolia 1  10","Perennial"
"SE2_2008__Dolia 1  11","Perennial"
"SE2_2008__Dolia 1  12","Perennial"
"SE2_2008__Dolia 1  13","Perennial"
"SE2_2010__Gaigher 1  2","Perennial"
"SE2_2010__Gaigher 1  3","Perennial"
"SE2_2010__Gaigher 1  5","Perennial"
"SE2_2010__Gaigher 1  6","Perennial"
"SE2_2010__Gaigher 1  8","Perennial"
"SE2_2010__Gaigher 1  9","Perennial"
"SE2_2010__Gaigher 1  10","Perennial"
"SH1_2006__Draper 1  30","Timber"
"SH1_2006__Draper 1  97","Timber"
"SH1_2013__CIFORphilippines 1  7","Perennial"
"SH1_2013__CIFORphilippines 1  8","Perennial"
"SH1_2013__CIFORphilippines 2  7","Perennial"
"SH1_2013__CIFORphilippines 2  8","Perennial"
"SH1_2013__Norfolk 1 Oasis Ayn Hodra 2","Perennial"
"SH1_2013__Norfolk 1 Oasis Ayn Hodra 3","Perennial"
"SH1_2013__Norfolk 1 Oasis Ayn Hodra 4","Perennial"
"SH1_2013__Norfolk 1 Oasis Ayn Hodra 5","Perennial"
"SH1_2013__Norfolk 1 Oasis Ayn Hodra 6","Perennial"
"SH1_2013__Norfolk 1 Sheik a Wad 8","Perennial"
"SH1_2013__Norfolk 1 Sheik a Wad 9","Perennial"
"SH1_2013__Norfolk 1 Feiran 11","Perennial"
"SH1_2013__Norfolk 1 Feiran 12","Perennial"
"SH1_2013__Norfolk 1 Feiran 13","Perennial"
"SH1_2013__Norfolk 1 Gebel 15","Perennial"
"SH1_2013__Norfolk 1 Gebel 16","Perennial"
"SH1_2013__Norfolk 1 Gebel 17","Perennial"
"SH1_2013__Norfolk 1 Itlah 18","Perennial"
"SH1_2013__Norfolk 1 Itlah 20","Perennial"
"SH1_2013__Norfolk 1 Itlah 21","Perennial"
"SH1_2013__Norfolk 1 Itlah 22","Perennial"
"SH1_2013__Norfolk 1 Itlah 23","Perennial"
"SH1_2013__Norfolk 1 Itlah 24","Perennial"
"SH1_2013__Norfolk 1 Itlah 25","Perennial"
"SH1_2013__Norfolk 1 StKaths 26","Perennial"
"VB1_2006__Smith 1  28","Timber"
"VB1_2006__Smith 1  29","Timber"
"VB1_2006__Smith 1  30","Timber"
"VB1_2006__Smith 1  31","Timber"
"VB1_2006__Smith 1  32","Timber"
"VB1_2006__Smith 1  33","Timber"
"VB1_2006__Smith 1  34","Timber"
"VB1_2006__Smith 1  35","Timber"
"VB1_2006__Smith 1  36","Timber"
"VK1_2009__Noreika 1  3","Timber"
"VK1_2009__Noreika 2  3","Timber"
"VK1_2011__Edenius 1  1","Timber"
"VK1_2011__Edenius 1  2","Timber"
"VK1_2011__Edenius 1  3","Timber"
"VK1_2011__Edenius 1  4","Timber"
"VK1_2011__Edenius 1  5","Timber"
"VK1_2011__Edenius 1  8","Timber"
"VK1_2011__Edenius 1  9","Timber"
"VK1_2011__Edenius 1  10","Timber"
"VK1_2011__Edenius 1  14","Timber"
"VK1_2011__Edenius 1  15","Timber"
"VK1_2011__Edenius 1  16","Timber"
"VK1_2011__Edenius 1  17","Timber"
"VK1_2011__Edenius 1  18","Timber"
"VK1_2011__Edenius 1  19","Timber"
"VK1_2011__Edenius 1  20","Timber"
"VK1_2011__Edenius 1  21","Timber"
"VK1_2011__Edenius 1  22","Timber"
"VK1_2011__Edenius 1  23","Timber"
"VK1_2011__Edenius 1  24","Timber"
"VK1_2011__Edenius 1  25","Timber"
"VK1_2011__Edenius 1  26","Timber"
"VK1_2011__Edenius 1  27","Timber"
"VK1_2011__Edenius 1  28","Timber"
"YP1_2012__Sung 1 1 2","Timber"
"YP1_2012__Sung 1 2 4","Timber"
"YP1_2012__Sung 1 3 6","Timber"
"YP1_2012__Sung 1 4 8","Timber"
"SC1_2013__Jalilova 1  3","Perennial"
"SH1_2012__Farahat 1 1 1","Timber"
"SH1_2012__Farahat 1 2 3","Timber"
"SH1_2012__Farahat 1 3 5","Timber"
"SH1_2012__Farahat 1 4 7","Timber"
"SS1_2011__Lange 1 Oberdorla 1","Timber"
"SS1_2011__Lange 1 Anrode 4","Timber"
"SS1_2011__Lange 1 Leinefelde-Worbis 5","Timber"
"SS1_2011__Lange 1 Wachstedt 8","Timber"
"SS1_2011__Lange 1 Kleinbartloff 9","Timber"
"SS1_2011__Lange 1 Rodeberg 10","Timber"
"SS1_2011__Lange 1 Silberhausen 12","Timber"
"SS1_2011__Lange 1 Rodeberg 13","Timber"
"SS1_2011__Lange 1 Kleinbartloff 14","Timber"
"SS1_2011__Lange 1 Wachstedt 17","Timber"
"SS1_2011__Lange 1 Anrode 22","Timber"
"SS1_2011__Lange 1 Silberhausen 36","Timber"
"SS1_2011__Lange 1 Silberhausen 37","Timber"
"SS1_2011__Lange 1 Leinefelde-Worbis 38","Timber"
"SS1_2011__Lange 1 Oppershausen 41","Timber"
"SS1_2011__Lange 1 Wachstedt 43","Timber"
"SS1_2011__Lange 1 Wachstedt 45","Timber"
"SS1_2011__Mulder 1 B264 70","Timber"
"SS1_2011__Mulder 1 B265 71","Timber"
"SS1_2011__Mulder 1 B266 72","Timber"
"SS1_2011__Mulder 1 B270 76","Timber"
"SS1_2011__Mulder 1 B271 77","Timber"
"SS1_2011__Mulder 1 B272 78","Timber"
"SS1_2011__Mulder 1 B273 79","Timber"
"SS1_2011__Mulder 1 B275 80","Timber"
"SS1_2011__Mulder 1 B278 83","Timber"
"SS1_2011__Mulder 1 B280 85","Timber"
"SS1_2011__Mulder 1 B281 86","Timber"
"SS1_2011__Mulder 1 B282 87","Timber"
"SS1_2011__Mulder 1 B283 88","Timber"
"SS1_2011__Mulder 1 B668 365","Timber"
"SS1_2011__Mulder 1 B670 367","Timber"
"SS1_2011__Mulder 1 B671 368","Timber"
"SS1_2011__Mulder 1 B672 369","Timber"
"SS1_2011__Mulder 1 B673 370","Timber"
"SS1_2011__Mulder 1 B674 371","Timber"
"SS1_2011__Mulder 1 B676 373","Timber"
"SS1_2011__Mulder 1 B677 374","Timber"
"SS1_2011__Mulder 2 B264 70","Timber"
"SS1_2011__Mulder 2 B265 71","Timber"
"SS1_2011__Mulder 2 B266 72","Timber"
"SS1_2011__Mulder 2 B270 76","Timber"
"SS1_2011__Mulder 2 B271 77","Timber"
"SS1_2011__Mulder 2 B272 78","Timber"
"SS1_2011__Mulder 2 B273 79","Timber"
"SS1_2011__Mulder 2 B275 80","Timber"
"SS1_2011__Mulder 2 B278 83","Timber"
"SS1_2011__Mulder 2 B280 85","Timber"
"SS1_2011__Mulder 2 B281 86","Timber"
"SS1_2011__Mulder 2 B282 87","Timber"
"SS1_2011__Mulder 2 B283 88","Timber"
"SS1_2011__Mulder 2 B668 365","Timber"
"SS1_2011__Mulder 2 B670 367","Timber"
"SS1_2011__Mulder 2 B671 368","Timber"
"SS1_2011__Mulder 2 B672 369","Timber"
"SS1_2011__Mulder 2 B673 370","Timber"
"SS1_2011__Mulder 2 B674 371","Timber"
"SS1_2011__Mulder 2 B676 373","Timber"
"SS1_2011__Mulder 2 B677 374","Timber"
"SS1_2011__Mulder 3 B264 70","Timber"
"SS1_2011__Mulder 3 B265 71","Timber"
"SS1_2011__Mulder 3 B266 72","Timber"
"SS1_2011__Mulder 3 B270 76","Timber"
"SS1_2011__Mulder 3 B271 77","Timber"
"SS1_2011__Mulder 3 B272 78","Timber"
"SS1_2011__Mulder 3 B273 79","Timber"
"SS1_2011__Mulder 3 B275 80","Timber"
"SS1_2011__Mulder 3 B278 83","Timber"
"SS1_2011__Mulder 3 B280 85","Timber"
"SS1_2011__Mulder 3 B281 86","Timber"
"SS1_2011__Mulder 3 B282 87","Timber"
"SS1_2011__Mulder 3 B283 88","Timber"
"SS1_2011__Mulder 3 B668 365","Timber"
"SS1_2011__Mulder 3 B670 367","Timber"
"SS1_2011__Mulder 3 B671 368","Timber"
