Model;Scenario;Region;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Agricultural Production;million t DM/yr;704.4189;804.3733;858.2099;916.5973;1009.2791;1229.7057;1708.3897;2258.747;2720.7511;2842.8315;2832.569;2844.3919;2836.5369;2834.5956;2785.1026;2736.4899;2702.9012;2675.7641;2618.2914;2546.2646;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;3.6762;6e-04;7.4192;13.8333;255.0511;835.0174;1500.0006;2001.6841;2152.638;2150.3934;2140.2924;2131.3137;2122.335;2079.4057;2036.4764;2008.4181;1980.3597;1925.0847;1869.8098;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Agricultural Production|Crops|Non-Energy;million t DM/yr;661.7;744.404;787.875;829.6915;920.0185;910.3591;822.8183;719.0614;685.3233;659.0773;651.5546;674.0483;675.8969;683.7554;678.0816;673.3251;668.7452;665.6641;662.5583;646.5728;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;458.9504;505.1944;543.0425;576.3386;677.0375;688.5552;619.9278;530.4632;508.6087;490.9354;494.9864;515.4196;523.1636;529.8466;529.0721;544.8317;562.9081;567.0037;570.8622;556.8724;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Agricultural Production|Livestock;million t DM/yr;42.7183;56.2931;70.3344;79.4866;75.4273;64.2955;50.5539;39.685;33.7437;31.1162;30.621;30.0513;29.3263;28.5052;27.6153;26.6883;25.738;29.7403;30.6484;29.882;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Biodiversity|BII;unitless;0.167;0.1671;0.1669;0.1696;0.1965;0.223;0.231;0.233;0.2355;0.2389;0.24;0.2438;0.2487;0.2494;0.2504;0.2512;0.2522;0.2526;0.2541;0.255;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Biodiversity|ESHI;unitless;1;0.9901;0.9901;0.9981;1.5211;2.79;2.9766;2.9767;2.9772;3.056;3.0697;3.0732;3.1176;3.1381;3.1743;3.2246;3.3469;3.3648;3.4025;3.4359;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Biodiversity|NPotSpeciesInRegion;number of species;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Biodiversity|RLI;unitless;0.9703;0.9674;0.9674;0.9689;0.9752;0.9815;0.9825;0.9825;0.982;0.982;0.9718;0.9723;0.982;0.982;0.982;0.9781;0.9791;0.983;0.983;0.9835;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use;Mt CH4/yr;22.9299;26.4201;26.1524;27.8229;25.0149;21.1456;15.122;12.451;9.3812;8.5745;7.5451;7.2454;7.5308;6.5199;6.3781;5.6117;5.2342;4.9701;4.5759;4.3479;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;1.7625;1.9273;1.9833;2.0512;2.2611;2.2184;1.9745;1.6946;1.5815;1.4969;1.4588;1.4845;1.4667;1.4555;1.44;1.4106;1.3819;1.3495;1.3257;1.2851;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;20.9945;24.3202;23.9962;25.5985;22.5732;18.7257;12.9444;10.5548;7.5992;6.8739;5.8812;5.5557;5.1385;4.795;4.2813;3.9906;3.5931;3.4082;3.0357;2.8467;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;2.1332;2.8038;3.1532;3.558;3.1471;2.5798;1.861;1.5047;1.2279;1.1359;1.0601;1.0445;1.0088;0.9848;0.9442;0.9168;0.8752;0.8793;0.8361;0.8103;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;11.9503;15.2086;16.6444;18.0948;15.3869;11.7681;7.9442;6.1034;4.6384;3.9989;3.5095;3.2277;2.9125;2.6629;2.3923;2.1777;1.9463;1.7664;1.5582;1.4177;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;6.911;6.3078;4.1987;3.9457;4.0392;4.3779;3.1392;2.9467;1.733;1.7391;1.3116;1.2835;1.2172;1.1473;0.9448;0.8961;0.7716;0.7625;0.6414;0.6187;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;0.1174;0.1173;0.1173;0.1187;0.1369;0.1793;0.1843;0.1843;0.1843;0.1908;0.1928;0.1929;0.9142;0.2584;0.6464;0.2006;0.2497;0.2028;0.2059;0.2076;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0.0555;0.0552;0.0556;0.0545;0.0437;0.0221;0.0187;0.0173;0.0162;0.0129;0.0122;0.0122;0.0114;0.011;0.0103;0.01;0.0096;0.0096;0.0086;0.0084;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|CO2|Land Use;Mt CO2/yr;291.1825;76.5004;-30.1078;130.3102;321.0055;300.53;348.6565;465.5106;362.1524;110.9653;-29.9768;-31.3015;-19.5808;-62.2001;-143.9894;-165.1249;-139.6387;-147.3648;-178.8326;-200.8857;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use;kt N2O/yr;1047.7935;1164.0578;1089.1409;1088.2311;1014.2637;998.8833;821.0074;831.6389;823.5569;759.6256;630.3513;631.3626;627.1714;602.6397;596.8159;570.6085;543.8774;529.4213;507.6932;492.6597;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;20.0285;21.9015;22.5375;23.3087;25.6944;25.209;22.4376;19.2567;17.972;17.0106;16.5774;16.8698;16.6665;16.5395;16.3641;16.0295;15.7029;15.3352;15.0653;14.6037;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;1018.2777;1132.694;1057.1112;1055.479;979.5101;965.1579;790.2002;804.146;797.456;734.5717;605.7196;606.4389;580.6572;576.1611;558.8054;546.4665;518.6032;505.9295;484.4577;469.8384;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;91.8872;124.836;123.4818;129.03;104.1974;77.6252;48.9868;34.4424;23.8272;18.9776;15.5316;13.5485;11.1175;9.1121;7.5356;6.2273;4.7959;4.6599;3.9261;3.2117;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Agriculture|Cropland Soils;kt N2O/yr;734.6045;802.3588;737.6279;728.7361;718.384;774.5437;666.4702;711.4709;728.833;676.3153;554.468;558.4055;537.4156;536.2257;522.6997;512.9059;488.5422;477.654;458.8386;445.7549;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Agriculture|Pasture;kt N2O/yr;191.786;205.4992;196.0015;197.7129;156.9287;112.989;74.7432;58.2327;44.7958;39.2788;35.7201;34.4849;32.1241;30.8233;28.5702;27.3334;25.2651;23.6156;21.693;20.8718;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Forest Burning;kt N2O/yr;4.1933;4.1895;4.1895;4.238;4.888;6.4032;6.5804;6.5804;6.5806;6.8137;6.8859;6.8869;28.7574;8.8876;20.6593;7.1619;8.6577;7.243;7.3535;7.412;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Emissions|N2O|Land Use|Savannah Burning;kt N2O/yr;5.2941;5.2727;5.3027;5.2055;4.1711;2.1132;1.7893;1.6557;1.5483;1.2296;1.1684;1.1671;1.0903;1.0515;0.987;0.9505;0.9137;0.9137;0.8166;0.8056;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Fertilizer Use|Nitrogen;Tg N/yr;23.355;24.684;27.0786;26.8017;27.3176;24.712;26.3433;24.8323;24.1969;22.8287;23.6199;23.6601;23.0338;22.8856;22.4217;22.0041;21.651;20.7493;20.0386;19.3326;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Food Energy Supply;EJ/yr;6.307;6.7919;7.1756;7.4597;7.4387;7.1272;6.7482;6.4261;6.156;5.9067;5.7031;5.4799;5.2467;5.0116;4.7765;4.5415;4.311;4.0924;3.8904;3.7051;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Food Energy Supply|Crops;EJ/yr;4.9763;5.0509;5.0637;5.0687;5.1633;5.2981;5.3437;5.2899;5.1751;5.0207;4.8476;4.6579;4.4597;4.2598;4.06;3.8603;3.6644;3.4785;3.3068;3.1494;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Food Energy Supply|Crops|Per Capita;kcal/cap/day;2298.97;2269.1812;2231.3394;2201.5299;2226.7927;2285.9837;2324.7766;2338.0471;2339.7992;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;2337.5;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Food Energy Supply|Livestock;EJ/yr;1.3307;1.7409;2.1119;2.3909;2.2753;1.8291;1.4045;1.1362;0.9809;0.886;0.8555;0.822;0.787;0.7517;0.7165;0.6812;0.6467;0.6139;0.5836;0.5558;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Food Energy Supply|Livestock|Per Capita;kcal/cap/day;614.7774;782.1383;930.6205;1038.465;981.2817;789.2267;611.0344;502.1601;443.4739;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;412.5;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Food Energy Supply|Per Capita;kcal/cap/day;2913.7474;3051.3194;3161.9599;3239.9949;3208.0744;3075.2104;2935.811;2840.2071;2783.2731;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;GDP per capita|MER;US$2005/cap/yr;1770.4137;2855.5019;4203.2829;6030.1967;7967.3717;9812.1172;11475.9891;13102.5036;14724.0929;16256.7141;17690.8377;19178.1369;20715.0527;22293.2227;23876.7109;25548.6458;27260.6783;29030.6246;30850.3949;32724.5373;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;GDP|MER;billion US$2005/yr;2.5094;4.162;6.2461;9.0912;12.0971;14.891;17.273;19.4119;21.3248;22.8644;24.0237;25.0241;25.8793;26.603;27.1558;27.6282;27.9834;28.289;28.5783;28.8708;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover;million ha;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Built-up Area;million ha;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Cropland;million ha;162.3862;164.728;162.0578;164.818;177.7998;176.61;183.8792;195.7832;205.33;205.33;201.9869;201.9869;200.2458;199.9036;194.8494;188.9531;184.6482;181.188;176.3699;170.2332;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Cropland|Cereals;million ha;87.445;85.5575;82.2973;82.7383;96.2644;99.3922;90.8261;78.6949;74.1852;69.9677;70.8026;72.2598;73.4672;73.4916;73.3955;75.0171;77.9358;78.0768;78.1678;76.4188;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Cropland|Energy Crops;million ha;0;0.149;0;0.2613;0.4873;9.0013;32.6321;62.2181;81.7888;89.7329;89.7079;87.9963;87.1177;86.2391;83.6442;80.6485;79.0656;77.8567;75.4198;72.4976;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Cropland|Energy Crops|Irrigated;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Cropland|Irrigated;million ha;23.3375;23.3115;20.6913;20.6312;19.0018;19.9621;19.9363;12.3529;11.7558;11.7312;11.8148;11.829;11.8293;10.7942;11.5757;10.8246;10.7427;10.7326;10.7326;10.7614;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Forest;million ha;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Forest|Afforestation and Reforestation;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Forest|Forestry;million ha;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Forest|Natural Forest;million ha;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Other Natural Land;million ha;305.4868;305.0502;305.0502;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Pasture;million ha;471.7599;469.8547;472.5248;463.8591;371.6912;188.3064;159.4445;147.5405;137.9662;109.5709;104.1185;104.0012;97.1525;93.6995;87.9529;84.7021;81.4174;81.4174;72.7699;71.7848;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Land Cover|Restoration land;million ha;0;0;0;5.469;84.6551;269.2297;290.8224;290.8224;290.8499;319.2452;328.0407;328.158;336.7478;340.543;351.3438;360.4909;368.0805;371.5406;385.0063;392.1281;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Population;million;1417.3904;1457.5263;1486.0042;1507.6165;1518.3327;1517.6175;1505.1398;1481.5381;1448.2913;1406.4571;1357.9732;1304.8265;1249.2999;1193.3232;1137.334;1081.3961;1026.5128;974.4533;926.3516;882.237;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Cereals|Index;2005=1;1;1.08;1.23;1.24;1.09;1.09;1.24;1.36;1.35;1.34;1.34;1.52;1.54;1.64;1.82;1.99;2.21;2.48;2.8;3.21;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Corn|Index;2005=1;1;1.1;1.18;1.18;1;0.97;1.12;1.2;1.19;1.15;1.19;1.34;1.36;1.43;1.61;1.78;2.03;2.26;2.63;3.04;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Livestock|Index;Index (2005 = 1);1;1.14;1.26;1.22;0.97;0.92;0.99;1.15;1.14;1.18;1.25;1.45;1.53;1.66;1.92;2.16;2.5;2.85;3.32;3.87;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Non-Energy Crops and Livestock|Index;Index (2005 = 1);1;1.1;1.19;1.17;0.99;0.96;1.03;1.15;1.14;1.15;1.17;1.33;1.37;1.46;1.63;1.8;2.04;2.28;2.61;2.99;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Non-Energy Crops|Index;Index (2005 = 1);1;1.05;1.11;1.11;1;0.99;1.08;1.14;1.13;1.11;1.09;1.19;1.18;1.23;1.32;1.4;1.51;1.64;1.81;2.02;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Oilcrops|Index;2005=1;1;1.05;1.08;1.07;0.92;0.89;1.04;1.12;1.12;1.05;1.03;1.11;1.1;1.13;1.18;1.21;1.29;1.35;1.46;1.62;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Soybean|Index;2005=1;1;1.04;1.07;1.06;0.93;0.9;1.04;1.13;1.09;1.05;1.04;1.1;1.11;1.14;1.13;1.13;1.16;1.19;1.24;1.35;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Sugarcrops|Index;2005=1;1;1.07;1.1;1.11;0.97;0.94;1.01;1.06;1.06;1.02;1;1.08;1.09;1.13;1.22;1.32;1.45;1.58;1.77;1.98;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Agriculture|Wheat|Index;2005=1;1;1.08;1.15;1.16;0.99;0.95;1.11;1.18;1.13;1.09;1.12;1.29;1.31;1.4;1.58;1.75;2.02;2.26;2.65;3.07;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Carbon;US$2005/t CO2;0;0;79.32;104;135.9;176.6;227.2;294.5;377.7;480.6;613.8;853.8;1017.9;1182;1554.5;1927;2486.4999;3046;3899.9999;4754.0001;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Price|Primary Energy|Biomass;US$2005/GJ;5.0135;5.5484;5.6843;5.8482;5.0106;5.7124;7.0671;8.9553;11.0711;11.3297;11.2844;11.7536;11.453;11.7795;12.216;12.0875;12.5833;13.281;14.3957;15.3367;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Water|Withdrawal|Irrigation;million m3/yr;130693;130871;107340;106835;101578;102240;100540;79256;78272;78062;78066;78066;78066;75385;77281;74850;73553;73060;72818;72662;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Yield|Cereal;t DM/ha/yr;5.2484;5.9047;6.5985;6.9658;7.0331;6.9277;6.8254;6.7408;6.8559;7.0166;6.9911;7.1329;7.1211;7.2096;7.2085;7.2628;7.2227;7.2621;7.303;7.2871;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Yield|Oilcrops;t DM/ha/yr;1.9188;2.703;2.4161;2.538;2.4964;2.5828;2.6797;2.7049;2.7451;2.8541;3.0195;3.0207;3.079;3.1091;3.2923;2.998;2.4455;2.58;2.7247;2.9912;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;CHN;Yield|Sugarcrops;t DM/ha/yr;13.0717;14.5928;15.9008;16.5047;16.685;16.9658;16.738;17.1245;18.2977;18.8032;18.8454;19.0293;19.0774;19.1295;19.1486;19.1373;19.1416;19.1573;19.1753;19.1937;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand;million t DM/yr;445.2443;464.4821;499.0758;520.783;559.8407;647.5076;799.2302;1119.9384;1332.8373;1397.3145;1385.7585;1385.2634;1385.6928;1385.9053;1414.7512;1443.2581;1440.8554;1438.1134;1414.9966;1391.4048;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Bioenergy;million t DM/yr;5.1026;21.5101;49.6819;73.048;130.4722;253.3117;435.9155;775.7023;998.4857;1066.9481;1055.1636;1055.1636;1057.4082;1059.6529;1090.7977;1121.9425;1122.5036;1123.0648;1103.1434;1083.2219;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Bioenergy|1st generation;million t DM/yr;5.102;17.94;29.816;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Bioenergy|2nd generation;million t DM/yr;6e-04;3.5701;19.8659;31.353;88.7772;211.6167;394.2205;734.0073;956.7907;1025.2531;1013.4686;1013.4686;1015.7132;1017.9579;1049.1027;1080.2475;1080.8086;1081.3698;1061.4484;1041.5269;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Crops|Feed;million t DM/yr;153.7649;147.6144;144.9059;137.6029;122.2363;98.8978;81.1358;70.3274;64.9495;63.0403;62.5791;61.9864;60.6096;58.4475;56.4241;54.26;52.0745;50.0507;48.3964;46.4195;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Crops|Food;million t DM/yr;190.2218;197.0078;204.1195;210.1075;212.5243;210.1685;205.8941;202.5954;200.5984;199.3406;199.8898;200.0397;200.1917;200.6134;201.0431;201.4608;201.5184;201.2956;200.7905;199.7042;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Crops|Other;million t DM/yr;54.283;55.4617;56.7292;57.1728;55.5106;52.6971;49.0998;47.2035;46.0503;45.4968;45.4188;45.2085;44.803;45.0836;45.0225;44.9257;44.9165;44.6949;44.4527;44.7503;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Feed;million t DM/yr;157.3111;151.1886;148.6472;141.4353;126.5955;102.8575;84.692;73.5195;68.1313;66.6104;66.3906;66.0457;64.9381;63.0632;61.4581;59.7285;57.9094;56.2791;55.1011;53.4369;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Food;million t DM/yr;226.5072;234.2199;241.8592;246.9449;245.1395;236.644;227.6399;221.701;218.3962;216.5066;217.031;217.0929;216.7985;216.373;215.7557;214.962;213.8462;212.417;210.6663;208.3901;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Livestock|Feed;million t DM/yr;3.5462;3.5741;3.7412;3.8324;4.3592;3.9597;3.5563;3.192;3.1819;3.5702;3.8115;4.0593;4.3285;4.6157;5.034;5.4685;5.8349;6.2284;6.7047;7.0174;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Livestock|Food;million t DM/yr;36.2854;37.2121;37.7397;36.8374;32.6152;26.4755;21.7458;19.1055;17.7977;17.166;17.1412;17.0532;16.6068;15.7596;14.7126;13.5012;12.3278;11.1214;9.8758;8.6859;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Livestock|Other;million t DM/yr;2.0404;2.1017;2.1584;2.182;2.1229;1.9972;1.8829;1.8122;1.7738;1.7525;1.7545;1.7526;1.7449;1.7326;1.7173;1.6994;1.6797;1.6577;1.6332;1.6055;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Demand|Other;million t DM/yr;56.3233;57.5634;58.8876;59.3548;57.6334;54.6943;50.9828;49.0157;47.8242;47.2493;47.1733;46.9612;46.5479;46.8163;46.7398;46.6251;46.5962;46.3526;46.0859;46.3558;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Production;million t DM/yr;438.3567;448.1379;472.5624;484.4785;519.1421;613.6207;760.3247;1088.1101;1298.911;1377.1842;1369.2306;1363.5418;1362.422;1360.4529;1394.5286;1428.7761;1434.2788;1432.2979;1418.131;1414.7201;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;3.5701;19.8659;31.353;88.7772;211.6167;394.2205;734.0073;956.7907;1025.2531;1013.4686;1013.4686;1015.7132;1017.9579;1049.1027;1080.2475;1080.8086;1081.3698;1061.4484;1041.5269;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Production|Crops|Non-Energy;million t DM/yr;394.885;400.598;408.2565;409.5485;389.4911;367.4616;336.6353;327.8306;317.1805;326.9828;330.6528;324.8679;321.6599;317.8645;321.0831;324.5258;329.9042;327.7475;333.7254;350.7171;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;279.3297;279.1153;282.5442;280.7782;263.8238;240.292;224.4238;220.7425;213.9864;226.9956;232.9426;229.5632;228.7999;227.4156;233.0161;238.8157;244.0624;246.6371;255.3048;272.8748;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Agricultural Production|Livestock;million t DM/yr;43.4712;43.9697;44.44;43.577;40.8738;34.5424;29.4689;26.2722;24.9398;24.9483;25.1092;25.2053;25.0489;24.6305;24.3428;24.0028;23.566;23.1805;22.9572;22.4761;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Biodiversity|BII;unitless;0.2191;0.2201;0.221;0.2246;0.2238;0.2274;0.2269;0.2259;0.2258;0.2259;0.2263;0.2265;0.2265;0.2266;0.2266;0.2267;0.2273;0.228;0.2283;0.2284;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Biodiversity|ESHI;unitless;1;0.9983;0.994;1.029;1.029;1.2806;1.3541;1.3441;1.3351;1.3343;1.3357;1.337;1.3409;1.3441;1.3455;1.3612;1.3617;1.3617;1.3621;1.3625;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Biodiversity|NPotSpeciesInRegion;number of species;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Biodiversity|RLI;unitless;0.9833;0.9833;0.9833;0.9833;0.9833;0.9917;0.9917;0.9819;0.9764;0.975;0.975;0.975;0.975;0.9764;0.9764;0.9764;0.9764;0.9764;0.9778;0.9778;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Emissions|CH4|Land Use;Mt CH4/yr;12.1937;12.31;11.2539;11.2103;10.6465;9.386;7.6181;6.8494;6.0869;6.4544;6.4563;6.5255;6.5337;6.7273;6.9985;7.5316;7.2703;7.54;7.645;7.8648;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;0.7065;0.7172;0.7313;0.7327;0.6993;0.6507;0.5923;0.5664;0.5461;0.5605;0.5671;0.5602;0.5556;0.5573;0.5661;0.5753;0.5867;0.5893;0.6029;0.635;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;11.4589;11.5645;10.4943;10.4485;9.9181;8.7049;6.9947;6.2519;5.5097;5.8628;5.7094;5.9208;5.9316;6.1246;6.3169;6.6332;6.6525;6.9196;7.011;7.1987;
MAgPIE;RCP1p9_SSP1pDEM_BIOD;EUR;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;1.8531;1.8678;1.591;1.5243;1.3089;1.1102;0.8625;0.7675;0.6438;0.6674;0.622;0.6368;0.6229;0.6314;0.6224;0.6397;0.6236;0.6375;0.628;0.6362;
